snapshot_time,current_active_census,arrivals_15m,arrivals_30m,arrivals_60m,arrivals_120m,departures_15m,departures_30m,departures_60m,net_flow_60m,high_acuity_ratio,mean_time_in_system,hour_of_day,day_of_week,month,arrival_rate_trend,target_census_30m,target_census_60m,target_census_120m,congestion_tier_30m,congestion_tier_60m,congestion_tier_120m
2024-01-14 16:04:04,47,1,4,12,20,5,6,9,3,0.2978723404255319,174.85070921985817,16,6,1,0.6666666666666666,50,49,55,critical,critical,critical
2024-01-14 16:34:04,50,4,8,12,23,4,5,11,1,0.3,179.40566666666666,16,6,1,1.3333333333333333,49,51,55,critical,critical,critical
2024-01-14 17:04:04,49,0,4,12,24,1,5,10,2,0.2857142857142857,187.77551020408163,17,6,1,0.6666666666666666,51,55,62,critical,critical,critical
2024-01-14 17:34:04,51,2,6,10,22,2,4,9,1,0.29411764705882354,190.86339869281045,17,6,1,1.2,55,55,62,critical,critical,critical
2024-01-14 18:04:04,55,1,6,12,24,0,2,6,6,0.2545454545454545,200.44848484848484,18,6,1,1.0,55,62,66,critical,critical,critical
2024-01-14 18:34:04,55,3,6,12,22,3,6,8,4,0.23636363636363636,205.08757575757576,18,6,1,1.0,62,62,61,critical,critical,critical
2024-01-14 19:04:04,62,6,9,15,27,1,2,8,7,0.20967741935483872,204.96102150537635,19,6,1,1.2,62,66,49,critical,critical,critical
2024-01-14 19:34:04,62,1,5,14,26,2,5,7,7,0.1774193548387097,209.55510752688173,19,6,1,0.7142857142857143,66,61,46,critical,critical,critical
2024-01-14 20:04:04,66,7,9,14,29,4,5,10,4,0.16666666666666666,197.80075757575756,20,6,1,1.2857142857142858,61,49,41,critical,critical,busy
2024-01-14 20:34:04,61,1,1,10,24,3,6,11,-1,0.16393442622950818,219.03852459016395,20,6,1,0.2,49,46,39,critical,critical,busy
2024-01-14 21:04:04,49,0,0,1,15,6,12,18,-17,0.1836734693877551,246.76632653061225,21,6,1,0.0,46,41,35,critical,busy,busy
2024-01-14 21:34:04,46,1,3,3,13,3,6,18,-15,0.17391304347826086,256.78840579710146,21,6,1,2.0,41,39,30,busy,busy,moderate
2024-01-14 22:04:04,41,0,0,3,4,2,5,11,-8,0.17073170731707318,283.97601626016257,22,6,1,0.0,39,35,27,busy,busy,moderate
2024-01-14 22:34:04,39,1,2,2,5,1,4,9,-7,0.1794871794871795,288.0905982905983,22,6,1,2.0,35,30,24,busy,moderate,moderate
2024-01-14 23:04:04,35,0,0,2,5,2,4,8,-6,0.17142857142857143,317.0133333333333,23,6,1,0.0,30,27,25,moderate,moderate,moderate
2024-01-14 23:34:04,30,0,1,1,3,1,6,10,-9,0.16666666666666666,333.45222222222225,23,6,1,2.0,27,24,23,moderate,moderate,moderate
2024-01-15 00:04:04,27,0,0,1,3,3,3,9,-8,0.18518518518518517,367.68086419753087,0,0,1,0.0,24,25,17,moderate,moderate,low
2024-01-15 00:34:04,24,0,2,2,3,2,5,8,-6,0.25,402.98263888888886,0,0,1,2.0,25,23,18,moderate,moderate,low
2024-01-15 01:04:04,25,1,3,5,6,0,2,7,-2,0.24,388.7613333333333,1,0,1,1.2,23,17,16,moderate,low,low
2024-01-15 01:34:04,23,1,1,4,6,0,3,5,-1,0.21739130434782608,415.0376811594203,1,0,1,0.5,17,18,19,low,low,low
2024-01-15 02:04:04,17,0,0,1,6,5,6,9,-8,0.23529411764705882,374.00686274509803,2,0,1,0.0,18,16,21,low,low,low
2024-01-15 02:34:04,18,1,1,1,5,0,0,6,-5,0.2777777777777778,381.6638888888889,2,0,1,2.0,16,19,21,low,low,low
2024-01-15 03:04:04,16,0,1,2,3,1,3,3,-1,0.25,414.7114583333333,3,0,1,1.0,19,21,21,low,low,low
2024-01-15 03:34:04,19,3,3,4,5,0,0,3,1,0.21052631578947367,374.9894736842105,3,0,1,1.5,21,21,22,low,low,low
2024-01-15 04:04:04,21,3,3,6,8,0,1,1,5,0.2857142857142857,344.40476190476187,4,0,1,1.0,21,21,20,low,low,low
2024-01-15 04:34:04,21,1,2,5,9,2,2,3,2,0.2857142857142857,326.5031746031746,4,0,1,0.8,21,22,22,low,low,low
2024-01-15 05:04:04,21,0,1,3,9,0,1,3,0,0.2857142857142857,322.5126984126984,5,0,1,0.6666666666666666,22,20,20,low,low,low
2024-01-15 05:34:04,22,1,3,4,9,0,2,3,1,0.22727272727272727,330.92954545454546,5,0,1,1.5,20,22,20,low,low,low
2024-01-15 06:04:04,20,0,0,3,6,0,2,4,-1,0.25,344.9291666666667,6,0,1,0.0,22,20,21,low,low,low
2024-01-15 06:34:04,22,2,2,2,6,0,0,2,0,0.2727272727272727,341.6371212121212,6,0,1,2.0,20,20,22,low,low,low
2024-01-15 07:04:04,20,0,0,2,5,1,2,2,0,0.25,355.04249999999996,7,0,1,0.0,20,21,30,low,low,moderate
2024-01-15 07:34:04,20,0,0,0,2,0,0,2,-2,0.25,385.04249999999996,7,0,1,1.0,21,22,31,low,low,moderate
2024-01-15 08:04:04,21,1,1,1,3,0,0,0,1,0.23809523809523808,395.697619047619,8,0,1,2.0,22,30,35,low,moderate,busy
2024-01-15 08:34:04,22,2,3,4,4,1,2,2,2,0.22727272727272727,383.125,8,0,1,1.5,30,31,37,moderate,moderate,busy
2024-01-15 09:04:04,30,3,10,13,14,1,2,4,9,0.2,292.3572222222222,9,0,1,1.5384615384615385,31,35,40,moderate,busy,busy
2024-01-15 09:34:04,31,0,1,11,15,0,0,2,9,0.1935483870967742,312.88548387096773,9,0,1,0.18181818181818182,35,37,42,busy,busy,busy
2024-01-15 10:04:04,35,3,6,7,20,0,2,2,5,0.2,293.0271428571429,10,0,1,1.7142857142857142,37,40,40,busy,busy,busy
2024-01-15 10:34:04,37,2,5,11,22,2,3,5,6,0.21621621621621623,255.0364864864865,10,0,1,0.9090909090909091,40,42,40,busy,busy,busy
2024-01-15 11:04:04,40,1,4,9,16,0,1,4,5,0.25,262.5175,11,0,1,0.8888888888888888,42,40,36,busy,busy,busy
2024-01-15 11:34:04,42,1,4,8,19,0,2,3,5,0.23809523809523808,265.2246031746032,11,0,1,1.0,40,40,40,busy,busy,busy
2024-01-15 12:04:04,40,2,3,7,16,1,5,7,0,0.3,286.8616666666667,12,0,1,0.8571428571428571,40,36,44,busy,busy,busy
2024-01-15 12:34:04,40,2,4,7,15,2,4,9,-2,0.25,292.37166666666667,12,0,1,1.1428571428571428,36,40,38,busy,busy,busy
2024-01-15 13:04:04,36,1,2,6,13,2,6,10,-4,0.2222222222222222,271.8800925925926,13,0,1,0.6666666666666666,40,44,42,busy,busy,busy
2024-01-15 13:34:04,40,2,5,7,14,0,1,7,0,0.25,267.0,13,0,1,1.4285714285714286,44,38,44,busy,busy,busy
2024-01-15 14:04:04,44,4,7,12,18,2,3,4,8,0.29545454545454547,258.3011363636364,14,0,1,1.1666666666666667,38,42,43,busy,busy,busy
2024-01-15 14:34:04,38,3,4,11,18,4,10,13,-2,0.2894736842105263,229.28201754385964,14,0,1,0.7272727272727273,42,44,46,busy,busy,critical
2024-01-15 15:04:04,42,1,5,9,21,0,1,11,-2,0.2619047619047619,229.7734126984127,15,0,1,1.1111111111111112,44,43,47,busy,busy,critical
2024-01-15 15:34:04,44,2,4,9,20,2,2,3,6,0.25,242.00833333333333,15,0,1,0.8888888888888888,43,46,48,busy,critical,critical
2024-01-15 16:04:04,43,4,5,9,18,4,6,8,1,0.2558139534883721,229.56666666666666,16,0,1,1.1111111111111112,46,47,46,critical,critical,critical
2024-01-15 16:34:04,46,3,6,11,20,2,3,9,2,0.2391304347826087,224.48623188405796,16,0,1,1.0909090909090908,47,48,42,critical,critical,busy
2024-01-15 17:04:04,47,3,6,12,21,4,5,8,4,0.2765957446808511,204.05425531914895,17,0,1,1.0,48,46,41,critical,critical,busy
2024-01-15 17:34:04,48,3,7,13,24,4,6,11,2,0.2916666666666667,180.2732638888889,17,0,1,1.0769230769230769,46,42,44,critical,busy,busy
2024-01-15 18:04:04,46,0,3,10,22,3,5,11,-1,0.32608695652173914,202.4768115942029,18,0,1,0.6,42,41,46,busy,busy,critical
2024-01-15 18:34:04,42,2,4,7,20,6,8,13,-6,0.30952380952380953,202.99722222222223,18,0,1,1.1428571428571428,41,44,44,busy,busy,busy
2024-01-15 19:04:04,41,2,3,7,17,2,4,12,-5,0.3170731707317073,220.54878048780486,19,0,1,0.8571428571428571,44,46,41,busy,critical,busy
2024-01-15 19:34:04,44,4,8,11,18,4,5,9,2,0.2727272727272727,208.7784090909091,19,0,1,1.4545454545454546,46,44,41,critical,busy,busy
2024-01-15 20:04:04,46,2,5,13,20,3,3,8,5,0.32608695652173914,217.0963768115942,20,0,1,0.7692307692307693,44,41,43,busy,busy,busy
2024-01-15 20:34:04,44,0,2,7,18,2,4,7,0,0.29545454545454547,237.18598484848482,20,0,1,0.5714285714285714,41,41,43,busy,busy,busy
2024-01-15 21:04:04,41,1,2,4,17,2,5,9,-5,0.2682926829268293,223.98902439024388,21,0,1,1.0,41,43,42,busy,busy,busy
2024-01-15 21:34:04,41,0,1,3,10,0,1,6,-3,0.2682926829268293,244.10203252032522,21,0,1,0.6666666666666666,43,43,39,busy,busy,busy
2024-01-15 22:04:04,43,1,5,6,10,2,3,4,2,0.2558139534883721,248.48527131782944,22,0,1,1.6666666666666667,43,42,39,busy,busy,busy
2024-01-15 22:34:04,43,4,4,9,12,2,4,7,2,0.27906976744186046,256.0484496124031,22,0,1,0.8888888888888888,42,39,36,busy,busy,busy
2024-01-15 23:04:04,42,2,3,7,13,1,4,8,-1,0.23809523809523808,270.5154761904762,23,0,1,0.8571428571428571,39,39,35,busy,busy,busy
2024-01-15 23:34:04,39,1,1,4,13,2,4,8,-4,0.2564102564102564,287.1807692307692,23,0,1,0.5,39,36,33,busy,busy,moderate
2024-01-16 00:04:04,39,1,2,3,10,1,2,6,-3,0.28205128205128205,295.7235042735043,0,1,1,1.3333333333333333,36,35,31,busy,busy,moderate
2024-01-16 00:34:04,36,0,0,2,6,2,3,5,-3,0.3055555555555556,328.78472222222223,0,1,1,0.0,35,33,28,busy,moderate,moderate
2024-01-16 01:04:04,35,1,1,1,4,2,2,5,-4,0.3142857142857143,350.35523809523806,1,1,1,2.0,33,31,25,moderate,moderate,moderate
2024-01-16 01:34:04,33,1,2,3,5,1,4,6,-3,0.2727272727272727,328.4964646464647,1,1,1,1.3333333333333333,31,28,23,moderate,moderate,moderate
2024-01-16 02:04:04,31,2,2,4,5,2,4,8,-4,0.22580645161290322,331.3516129032258,2,1,1,1.0,28,25,24,moderate,moderate,moderate
2024-01-16 02:34:04,28,0,1,3,6,1,4,8,-5,0.14285714285714285,326.1821428571429,2,1,1,0.6666666666666666,25,23,21,moderate,moderate,low
2024-01-16 03:04:04,25,1,2,3,7,2,5,9,-6,0.16,335.65133333333335,3,1,1,1.3333333333333333,23,24,19,moderate,moderate,low
2024-01-16 03:34:04,23,0,0,2,5,0,2,7,-5,0.17391304347826086,358.8202898550725,3,1,1,0.0,24,21,18,moderate,low,low
2024-01-16 04:04:04,24,1,1,1,4,0,0,2,-1,0.20833333333333334,373.00555555555553,4,1,1,2.0,21,19,19,low,low,low
2024-01-16 04:34:04,21,0,0,1,3,2,3,3,-2,0.23809523809523808,391.6857142857143,4,1,1,0.0,19,18,21,low,low,low
2024-01-16 05:04:04,19,0,0,0,1,2,2,5,-5,0.21052631578947367,435.75087719298244,5,1,1,1.0,18,19,19,low,low,low
2024-01-16 05:34:04,18,2,2,2,3,2,3,5,-3,0.2777777777777778,394.23240740740744,5,1,1,2.0,19,21,17,low,low,low
2024-01-16 06:04:04,19,2,4,6,6,2,3,6,0,0.3157894736842105,312.44122807017544,6,1,1,1.3333333333333333,21,19,18,low,low,low
2024-01-16 06:34:04,21,0,4,8,10,0,2,5,3,0.23809523809523808,251.91349206349204,6,1,1,1.0,19,17,24,low,low,moderate
2024-01-16 07:04:04,19,0,2,6,12,2,4,6,0,0.21052631578947367,258.3017543859649,7,1,1,0.6666666666666666,17,18,30,low,low,moderate
2024-01-16 07:34:04,17,0,0,2,10,1,2,6,-4,0.17647058823529413,264.2852941176471,7,1,1,0.0,18,24,33,low,moderate,moderate
2024-01-16 08:04:04,18,2,4,4,10,1,3,5,-1,0.16666666666666666,201.21296296296296,8,1,1,2.0,24,30,41,moderate,moderate,busy
2024-01-16 08:34:04,24,5,6,10,12,0,0,3,7,0.125,176.13680555555555,8,1,1,1.2,30,33,46,moderate,moderate,critical
2024-01-16 09:04:04,30,3,6,12,16,0,0,0,12,0.16666666666666666,167.47,9,1,1,1.0,33,41,46,moderate,busy,critical
2024-01-16 09:34:04,33,1,4,10,20,1,1,1,9,0.15151515151515152,175.1020202020202,9,1,1,0.8,41,46,46,busy,critical,critical
2024-01-16 10:04:04,41,7,9,13,25,1,1,2,11,0.14634146341463414,164.12479674796748,10,1,1,1.3846153846153846,46,46,47,critical,critical,critical
2024-01-16 10:34:04,46,5,7,16,26,1,2,3,13,0.17391304347826086,170.19347826086957,10,1,1,0.875,46,46,46,critical,critical,critical
2024-01-16 11:04:04,46,1,2,9,22,2,2,4,5,0.17391304347826086,190.74746376811592,11,1,1,0.4444444444444444,46,47,45,critical,critical,critical
2024-01-16 11:34:04,46,4,8,10,26,5,8,10,0,0.17391304347826086,172.66304347826087,11,1,1,1.6,47,46,43,critical,critical,busy
2024-01-16 12:04:04,47,3,6,14,23,1,5,13,1,0.19148936170212766,172.85886524822698,12,1,1,0.8571428571428571,46,45,44,critical,critical,busy
2024-01-16 12:34:04,46,1,1,7,17,1,2,7,0,0.17391304347826086,202.58297101449276,12,1,1,0.2857142857142857,45,43,50,critical,busy,critical
2024-01-16 13:04:04,45,1,3,4,18,2,4,6,-2,0.17777777777777778,213.75222222222223,13,1,1,1.5,43,44,43,busy,busy,busy
2024-01-16 13:34:04,43,1,3,6,13,3,5,9,-3,0.18604651162790697,195.55891472868217,13,1,1,1.0,44,50,39,busy,critical,busy
2024-01-16 14:04:04,44,1,3,6,10,1,2,7,-1,0.18181818181818182,213.7185606060606,14,1,1,1.0,50,43,40,critical,busy,busy
2024-01-16 14:34:04,50,4,6,9,15,0,0,2,7,0.18,215.81,14,1,1,1.3333333333333333,43,39,39,busy,busy,busy
2024-01-16 15:04:04,43,1,1,7,13,3,8,8,-1,0.13953488372093023,229.01821705426357,15,1,1,0.2857142857142857,39,40,34,busy,busy,busy
2024-01-16 15:34:04,39,0,1,2,11,4,5,13,-11,0.1282051282051282,228.28333333333333,15,1,1,1.0,40,39,40,busy,busy,busy
2024-01-16 16:04:04,40,2,6,7,14,1,5,10,-3,0.2,214.45125000000002,16,1,1,1.7142857142857142,39,34,40,busy,busy,busy
2024-01-16 16:34:04,39,4,5,11,13,3,6,11,0,0.15384615384615385,217.26153846153846,16,1,1,0.9090909090909091,34,40,40,busy,busy,busy
2024-01-16 17:04:04,34,1,3,8,15,4,8,14,-6,0.17647058823529413,227.8343137254902,17,1,1,0.75,40,40,37,busy,busy,busy
2024-01-16 17:34:04,40,4,7,10,21,0,1,9,1,0.2,213.43291666666667,17,1,1,1.4,40,40,39,busy,busy,busy
2024-01-16 18:04:04,40,3,4,11,19,1,4,5,6,0.175,219.25875,18,1,1,0.7272727272727273,40,37,41,busy,busy,busy
2024-01-16 18:34:04,40,2,5,9,19,3,5,9,0,0.2,203.94166666666666,18,1,1,1.1111111111111112,37,39,37,busy,busy,busy
2024-01-16 19:04:04,37,1,1,6,17,2,4,9,-3,0.21621621621621623,204.03198198198197,19,1,1,0.3333333333333333,39,41,35,busy,busy,busy
2024-01-16 19:34:04,39,3,7,8,17,2,5,9,-1,0.1794871794871795,183.98376068376066,19,1,1,1.75,41,37,29,busy,busy,moderate
2024-01-16 20:04:04,41,1,4,11,17,1,2,7,4,0.17073170731707318,190.75162601626016,20,1,1,0.7272727272727273,37,35,28,busy,busy,moderate
2024-01-16 20:34:04,37,0,1,5,13,3,5,7,-2,0.1891891891891892,220.53198198198197,20,1,1,0.4,35,29,25,busy,moderate,moderate
2024-01-16 21:04:04,35,0,0,1,12,2,2,7,-6,0.17142857142857143,244.68238095238095,21,1,1,0.0,29,28,23,moderate,moderate,moderate
2024-01-16 21:34:04,29,0,2,2,7,6,8,10,-8,0.20689655172413793,244.76379310344828,21,1,1,2.0,28,25,22,moderate,moderate,low
2024-01-16 22:04:04,28,1,2,4,5,2,3,11,-7,0.21428571428571427,243.40654761904761,22,1,1,1.0,25,23,21,moderate,moderate,low
2024-01-16 22:34:04,25,0,2,4,6,3,5,8,-4,0.2,225.64866666666666,22,1,1,1.0,23,22,18,moderate,low,low
2024-01-16 23:04:04,23,0,1,3,7,3,3,8,-5,0.17391304347826086,253.01376811594204,23,1,1,0.6666666666666666,22,21,21,low,low,low
2024-01-16 23:34:04,22,1,1,2,6,2,2,5,-3,0.13636363636363635,268.07878787878786,23,1,1,1.0,21,18,22,low,low,low
2024-01-17 00:04:04,21,0,1,2,5,1,2,4,-2,0.09523809523809523,284.197619047619,0,2,1,1.0,18,21,22,low,low,low
2024-01-17 00:34:04,18,0,1,2,4,0,4,6,-4,0.16666666666666666,310.2092592592592,0,2,1,1.0,21,22,22,low,low,low
2024-01-17 01:04:04,21,2,4,5,7,1,1,5,0,0.23809523809523808,284.79285714285714,1,2,1,1.6,22,22,18,low,low,low
2024-01-17 01:34:04,22,1,2,6,8,0,1,2,4,0.22727272727272727,280.30151515151516,1,2,1,0.6666666666666666,22,22,17,low,low,low
2024-01-17 02:04:04,22,0,1,3,8,0,1,2,1,0.22727272727272727,290.1121212121212,2,2,1,0.6666666666666666,22,18,18,low,low,low
2024-01-17 02:34:04,22,1,1,2,8,0,1,2,0,0.18181818181818182,314.96666666666664,2,2,1,1.0,18,17,20,low,low,low
2024-01-17 03:04:04,18,0,0,1,4,3,4,5,-4,0.2222222222222222,319.18425925925925,3,2,1,0.0,17,18,19,low,low,low
2024-01-17 03:34:04,17,0,0,0,2,1,1,5,-5,0.17647058823529413,360.606862745098,3,2,1,1.0,18,20,21,low,low,low
2024-01-17 04:04:04,18,2,2,2,3,0,1,2,0,0.1111111111111111,361.71666666666664,4,2,1,2.0,20,19,20,low,low,low
2024-01-17 04:34:04,20,2,5,7,7,1,3,4,3,0.05,296.135,4,2,1,1.4285714285714286,19,21,22,low,low,low
2024-01-17 05:04:04,19,1,2,7,9,2,3,6,1,0.05263157894736842,249.55526315789476,5,2,1,0.5714285714285714,21,20,18,low,low,low
2024-01-17 05:34:04,21,3,3,5,12,0,1,4,1,0.09523809523809523,224.18492063492064,5,2,1,1.2,20,22,16,low,low,low
2024-01-17 06:04:04,20,0,2,5,12,2,3,4,1,0.05,190.9375,6,2,1,0.8,22,18,15,low,low,low
2024-01-17 06:34:04,22,0,3,5,10,1,1,4,1,0.13636363636363635,184.51818181818183,6,2,1,1.2,18,16,16,low,low,low
2024-01-17 07:04:04,18,0,0,3,8,3,4,5,-2,0.16666666666666666,165.20277777777775,7,2,1,0.0,16,15,15,low,low,low
2024-01-17 07:34:04,16,1,1,1,6,1,3,7,-6,0.1875,173.11041666666668,7,2,1,2.0,15,16,23,low,low,moderate
2024-01-17 08:04:04,15,1,1,2,5,1,2,5,-3,0.2,193.36333333333332,8,2,1,1.0,16,15,31,low,low,moderate
2024-01-17 08:34:04,16,3,3,4,5,1,2,4,0,0.3125,190.12083333333334,8,2,1,1.5,15,23,39,low,moderate,busy
2024-01-17 09:04:04,15,1,2,5,7,3,3,5,0,0.3333333333333333,147.3022222222222,9,2,1,0.8,23,31,41,moderate,moderate,busy
2024-01-17 09:34:04,23,6,9,11,15,0,1,4,7,0.30434782608695654,114.13188405797102,9,2,1,1.6363636363636365,31,39,44,moderate,busy,busy
2024-01-17 10:04:04,31,4,8,17,22,0,0,1,16,0.2903225806451613,111.26236559139785,10,2,1,0.9411764705882353,39,41,43,busy,busy,busy
2024-01-17 10:34:04,39,5,9,17,28,0,1,1,16,0.2564102564102564,113.11880341880342,10,2,1,1.0588235294117647,41,44,44,busy,busy,busy
2024-01-17 11:04:04,41,3,4,13,30,2,2,3,10,0.2682926829268293,130.68455284552846,11,2,1,0.6153846153846154,44,43,48,busy,busy,critical
2024-01-17 11:34:04,44,3,7,11,28,2,4,6,5,0.25,127.15,11,2,1,1.2727272727272727,43,44,42,busy,busy,busy
2024-01-17 12:04:04,43,2,2,9,22,1,3,7,2,0.23255813953488372,150.60426356589147,12,2,1,0.4444444444444444,44,48,43,busy,critical,busy
2024-01-17 12:34:04,44,2,6,8,19,1,5,8,0,0.20454545454545456,150.71363636363637,12,2,1,1.5,48,42,43,critical,busy,busy
2024-01-17 13:04:04,48,0,6,12,21,1,2,7,5,0.20833333333333334,159.97465277777778,13,2,1,1.0,42,43,42,busy,busy,busy
2024-01-17 13:34:04,42,1,1,7,15,4,7,9,-2,0.21428571428571427,164.0920634920635,13,2,1,0.2857142857142857,43,43,45,busy,busy,critical
2024-01-17 14:04:04,43,3,4,5,17,1,3,10,-5,0.23255813953488372,176.09341085271316,14,2,1,1.6,43,42,51,busy,busy,critical
2024-01-17 14:34:04,43,2,4,8,15,0,4,7,1,0.27906976744186046,189.7767441860465,14,2,1,1.0,42,45,51,busy,critical,critical
2024-01-17 15:04:04,42,3,4,8,13,1,5,9,-1,0.2857142857142857,186.67103174603173,15,2,1,1.0,45,51,51,critical,critical,critical
2024-01-17 15:34:04,45,1,3,7,15,0,0,5,2,0.28888888888888886,203.21037037037038,15,2,1,0.8571428571428571,51,51,45,critical,critical,critical
2024-01-17 16:04:04,51,5,7,10,18,0,1,1,9,0.29411764705882354,203.14444444444445,16,2,1,1.4,51,51,44,critical,critical,busy
2024-01-17 16:34:04,51,1,5,12,19,3,5,6,6,0.27450980392156865,201.78758169934642,16,2,1,0.8333333333333334,51,45,39,critical,critical,busy
2024-01-17 17:04:04,51,1,3,8,18,2,3,8,0,0.27450980392156865,212.78398692810458,17,2,1,0.75,45,44,44,critical,busy,busy
2024-01-17 17:34:04,45,0,0,3,15,5,6,9,-6,0.26666666666666666,234.00333333333336,17,2,1,0.0,44,39,48,busy,busy,critical
2024-01-17 18:04:04,44,2,5,5,13,1,6,12,-7,0.22727272727272727,229.45113636363638,18,2,1,2.0,39,44,46,busy,busy,critical
2024-01-17 18:34:04,39,1,1,6,9,3,6,12,-6,0.2564102564102564,244.8025641025641,18,2,1,0.3333333333333333,44,48,45,busy,critical,critical
2024-01-17 19:04:04,44,2,6,7,12,1,1,7,0,0.2727272727272727,240.13371212121214,19,2,1,1.7142857142857142,48,46,45,critical,critical,critical
2024-01-17 19:34:04,48,4,8,14,20,1,4,5,9,0.2708333333333333,225.77569444444444,19,2,1,1.1428571428571428,46,45,38,critical,critical,busy
2024-01-17 20:04:04,46,1,4,12,19,3,6,10,2,0.2608695652173913,215.50289855072464,20,2,1,0.6666666666666666,45,45,31,critical,critical,moderate
2024-01-17 20:34:04,45,0,1,5,19,1,2,8,-3,0.26666666666666666,237.69407407407408,20,2,1,0.4,45,38,29,critical,busy,moderate
2024-01-17 21:04:04,45,1,4,5,17,2,4,6,-1,0.24444444444444444,239.67111111111112,21,2,1,1.6,38,31,29,busy,moderate,moderate
2024-01-17 21:34:04,38,0,1,5,10,2,8,12,-7,0.21052631578947367,246.53991228070174,21,2,1,0.4,31,29,27,moderate,moderate,moderate
2024-01-17 22:04:04,31,1,1,2,7,5,8,16,-14,0.22580645161290322,262.47903225806454,22,2,1,1.0,29,29,27,moderate,moderate,moderate
2024-01-17 22:34:04,29,2,2,3,8,3,4,12,-9,0.2413793103448276,263.02701149425286,22,2,1,1.3333333333333333,29,27,32,moderate,moderate,moderate
2024-01-17 23:04:04,29,0,1,3,5,1,1,5,-2,0.27586206896551724,279.2810344827586,23,2,1,0.6666666666666666,27,27,30,moderate,moderate,moderate
2024-01-17 23:34:04,27,1,2,3,6,3,4,5,-2,0.25925925925925924,295.7518518518518,23,2,1,1.3333333333333333,27,32,28,moderate,moderate,moderate
2024-01-18 00:04:04,27,1,2,4,7,2,2,6,-2,0.25925925925925924,300.0895061728395,0,3,1,1.0,32,30,27,moderate,moderate,moderate
2024-01-18 00:34:04,32,3,6,8,11,1,1,3,5,0.25,277.565625,0,3,1,1.5,30,28,24,moderate,moderate,moderate
2024-01-18 01:04:04,30,0,0,6,10,1,2,3,3,0.26666666666666666,302.21722222222223,1,3,1,0.0,28,27,22,moderate,moderate,low
2024-01-18 01:34:04,28,0,0,0,8,0,2,4,-4,0.2857142857142857,338.314880952381,1,3,1,1.0,27,24,22,moderate,moderate,low
2024-01-18 02:04:04,27,1,1,1,7,1,2,4,-3,0.25925925925925924,342.0617283950617,2,3,1,2.0,24,22,22,moderate,low,low
2024-01-18 02:34:04,24,0,1,2,2,1,4,6,-4,0.25,381.94375,2,3,1,1.0,22,22,22,low,low,low
2024-01-18 03:04:04,22,0,1,2,3,2,3,7,-5,0.2727272727272727,414.31439393939394,3,3,1,1.0,22,22,20,low,low,low
2024-01-18 03:34:04,22,0,0,1,3,0,0,3,-2,0.2727272727272727,444.31439393939394,3,3,1,0.0,22,22,18,low,low,low
2024-01-18 04:04:04,22,1,1,1,3,0,1,1,0,0.2727272727272727,454.7401515151515,4,3,1,2.0,22,20,16,low,low,low
2024-01-18 04:34:04,22,0,1,2,3,1,1,2,0,0.3181818181818182,456.17121212121214,4,3,1,1.0,20,18,14,low,low,low
2024-01-18 05:04:04,20,0,0,1,2,0,2,3,-2,0.3,489.9808333333333,5,3,1,0.0,18,16,16,low,low,low
2024-01-18 05:34:04,18,0,1,1,3,0,3,5,-4,0.2777777777777778,456.4953703703704,5,3,1,2.0,16,14,18,low,low,low
2024-01-18 06:04:04,16,0,0,1,2,1,2,5,-4,0.3125,508.71458333333334,6,3,1,0.0,14,16,19,low,low,low
2024-01-18 06:34:04,14,0,1,1,2,1,3,5,-4,0.35714285714285715,446.90119047619044,6,3,1,2.0,16,18,24,low,low,moderate
2024-01-18 07:04:04,16,0,2,3,4,0,0,3,0,0.3125,419.7104166666667,7,3,1,1.3333333333333333,18,19,24,low,low,moderate
2024-01-18 07:34:04,18,0,2,4,5,0,0,0,4,0.3333333333333333,402.425,7,3,1,1.0,19,24,29,low,moderate,moderate
2024-01-18 08:04:04,19,1,2,4,7,0,1,1,3,0.3684210526315789,386.1956140350877,8,3,1,1.0,24,24,32,moderate,moderate,moderate
2024-01-18 08:34:04,24,5,7,9,13,0,2,3,6,0.3333333333333333,301.45138888888886,8,3,1,1.5555555555555556,24,29,34,moderate,moderate,busy
2024-01-18 09:04:04,24,2,2,9,13,0,2,4,5,0.2916666666666667,284.94097222222223,9,3,1,0.4444444444444444,29,32,34,moderate,moderate,busy
2024-01-18 09:34:04,29,3,8,10,19,1,3,5,5,0.2413793103448276,215.17471264367816,9,3,1,1.6,32,34,39,moderate,busy,busy
2024-01-18 10:04:04,32,2,4,12,21,1,1,4,8,0.21875,219.33020833333333,10,3,1,0.6666666666666666,34,34,40,busy,busy,busy
2024-01-18 10:34:04,34,0,5,9,19,1,3,4,5,0.17647058823529413,204.70882352941177,10,3,1,1.1111111111111112,34,39,44,busy,busy,busy
2024-01-18 11:04:04,34,0,3,8,20,1,3,6,2,0.23529411764705882,173.3593137254902,11,3,1,0.75,39,40,46,busy,busy,critical
2024-01-18 11:34:04,39,5,6,9,18,1,1,4,5,0.23076923076923078,175.97264957264957,11,3,1,1.3333333333333333,40,44,51,busy,busy,critical
2024-01-18 12:04:04,40,2,2,8,16,1,1,2,6,0.225,193.30458333333334,12,3,1,0.5,44,46,50,busy,critical,critical
2024-01-18 12:34:04,44,3,7,9,18,2,3,4,5,0.22727272727272727,181.71969696969697,12,3,1,1.5555555555555556,46,51,50,critical,critical,critical
